identifiant_de_l_etablissement;nom_etablissement;type_etablissement;statut_public_prive;adresse_1;adresse_2;adresse_3;code_postal;code_commune;nom_commune;code_departement;code_academie;code_region;ecole_maternelle;ecole_elementaire;voie_generale;voie_technologique;voie_professionnelle;telephone;fax;web;mail;restauration;hebergement;ulis;apprentissage;segpa;section_arts;section_cinema;section_theatre;section_sport;section_internationale;section_europeenne;lycee_agricole;lycee_militaire;lycee_des_metiers;post_bac;appartenance_education_prioritaire;greta;siren_siret;fiche_onisep;position;type_contrat_prive;libelle_departement;libelle_academie;libelle_region;coordx_origine;coordy_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;code_type_contrat_prive;pial;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0590840T;Ecole maternelle Marie-Louise Foulon;Ecole;Public;Place des Ecossais;;59225 CLARY;59225;59149;Clary;059;09;32;1;0;;;;0327755278;;;ce.0590840T@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590149700036;;50.07930200200439, 3.4014805840617304;SANS OBJET;Nord;Lille;Hauts-de-France;728766.3;6997957.5;EPSG:2154;Circonscription d'inspection du 1er degré de Cambrai-Sud;50.07930200200439;3.4014805840617304;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590228C;;;0593497F;;;09109;CAMBRESIS
0590863T;Ecole maternelle Jacques Prévert;Ecole;Public;38 rue Gustave Fontaine;;59210 COUDEKERQUE BRANCHE;59210;59155;Coudekerque-Branche;059;09;32;1;0;;;;0328600347;;;ce.0590863T@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590155400059;;51.0181773938726, 2.3733894660837405;SANS OBJET;Nord;Lille;Hauts-de-France;655933.4;7102666.1;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque-Bergues;51.0181773938726;2.3733894660837405;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0594295Y;;;0595539A;;;09105;DUNKERQUE FLANDRE
0590872C;Ecole élémentaire Blanc Misseron;Ecole;Public;90 rue des Déportés;;59154 CRESPIN;59154;59160;Crespin;059;09;32;0;1;;;;0327458499;;;ce.0590872C@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590160400045;;50.40677997324402, 3.6667993940454773;SANS OBJET;Nord;Lille;Hauts-de-France;747468.2;7034555.5;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes Bruay;50.40677997324402;3.6667993940454773;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590031N;;;0596786F;;;09107;VALENCIENNOIS
0590888V;Ecole primaire Lucie Aubrac;Ecole;Public;44 rue Kléber;;59170 CROIX;59170;59163;Croix;059;09;32;1;1;;;;0320706725;;;ce.0590888V@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590163800092;;50.68361282357366, 3.157209950732978;SANS OBJET;Nord;Lille;Hauts-de-France;711130.2;7065209.6;EPSG:2154;Circonscription d'inspection du 1er degré de Roubaix-Wasquehal;50.68361282357366;3.157209950732978;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593239A;;;0595817C;;;09104;ROUBAIX TOURCOING
0590907R;Ecole maternelle Victor Hugo;Ecole;Public;48 rue Victor Hugo;;59220 DENAIN;59220;59172;Denain;059;09;32;1;0;;;;0327441799;;;ce.0590907R@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP+;;21590172900172;;50.329595956651076, 3.40030970859063;SANS OBJET;Nord;Lille;Hauts-de-France;728541.1;7025830.1;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes Denain;50.329595956651076;3.40030970859063;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0594300D;;;0594360U;;;09107;VALENCIENNOIS
0590910U;Ecole maternelle Condorcet;Ecole;Public;363 rue Arthur Brunet;;59220 DENAIN;59220;59172;Denain;059;09;32;1;0;;;;0327441776;;;ce.0590910U@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590172900107;;50.32432372388474, 3.381089622532663;SANS OBJET;Nord;Lille;Hauts-de-France;727173.6;7025236.1;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes Denain;50.32432372388474;3.381089622532663;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590062X;;;0594360U;;;09107;VALENCIENNOIS
0590927M;Ecole élémentaire Jehan de Courtrai RPI 11;Ecole;Public;1 RUE DE LA PLACE;;59740 DIMECHAUX;59740;59174;Dimechaux;059;09;32;0;1;;;;0327616380;;;ce.0590927M@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590174500020;;50.19544228996024, 4.041919400503978;SANS OBJET;Nord;Lille;Hauts-de-France;774481.6;7011308.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Jeumont;50.19544228996024;4.041919400503978;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;059011;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593681F;;;0592803B;;;09108;SAMBRE AVESNOIS
0590945G;Ecole maternelle Saint Nicolas;Ecole;Public;22 rue Saint Nicolas;;59500 DOUAI;59500;59178;Douai;059;09;32;1;0;;;;0327889091;;;ce.0590945G@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590178600354;;50.36642274204253, 3.0776999179317572;SANS OBJET;Nord;Lille;Hauts-de-France;705535.8;7029862.4;EPSG:2154;Circonscription d'inspection du 1er degré de Douai-Centre;50.36642274204253;3.0776999179317572;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0595171A;;;0592768N;;;09106;DOUAISIS
0590968G;Ecole primaire Lucien Maillart;Ecole;Public;Rue du Jeu de Mail;;59140 DUNKERQUE;59140;59183;Dunkerque;059;09;32;1;1;;;;0788778242;;;ce.0590968G@ac-lille.fr;1;0;1;;;;;;;;;;;;;REP+;;20002715900280;;51.025767039976, 2.368020410086211;SANS OBJET;Nord;Lille;Hauts-de-France;655562.6;7103515.3;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Saint Pol;51.025767039976;2.368020410086211;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593664M;;;0592773U;;;09105;DUNKERQUE FLANDRE
0590978T;Ecole primaire;Ecole;Public;2 chemin Margot;;59330 ECLAIBES;59330;59187;Eclaibes;059;09;32;1;1;;;;0327683451;;;ce.0590978T@ac-lille.fr;0;0;0;;;;;;;;;;;;;;;21590187700021;;50.20311660706393, 3.9325301155555374;SANS OBJET;Nord;Lille;Hauts-de-France;766652.2;7012065.1;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes Aulnoye;50.20311660706393;3.9325301155555374;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590098L;;;0596785E;;;09108;SAMBRE AVESNOIS
0590985A;Ecole primaire;Ecole;Public;Rue de l'Eglise;;59127 ELINCOURT;59127;59191;Elincourt;059;09;32;1;1;;;;0327827209;;;ce.0590985A@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590191900021;;50.04368545804327, 3.3708298676825152;SANS OBJET;Nord;Lille;Hauts-de-France;726588.8;6993981.2;EPSG:2154;Circonscription d'inspection du 1er degré de Cambrai-Sud;50.04368545804327;3.3708298676825152;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590228C;;;0593497F;;;09109;CAMBRESIS
0590991G;Ecole primaire Maud Fontenoy;Ecole;Public;2 rue de la Chapelle;;59320 ENGLOS;59320;59195;Englos;059;09;32;1;1;;;;0320078067;;;ce.0590991G@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590195000026;;50.62691673385086, 2.9575201864513008;SANS OBJET;Nord;Lille;Hauts-de-France;696989.1;7058881.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Loos;50.62691673385086;2.9575201864513008;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0596059R;;;0592780B;;;09102;LILLE OUEST
0591004W;Ecole maternelle Joliot-Curie;Ecole;Public;18 rue des Hirondelles;;59430 DUNKERQUE;59430;59183;Dunkerque;059;09;32;1;0;;;;0681358689;;;ce.0591004W@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590540700163;;51.02660162981468, 2.3248093725885157;SANS OBJET;Nord;Lille;Hauts-de-France;652525.1;7103633.5;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Saint Pol;51.02660162981468;2.3248093725885157;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590198V;;;0592773U;;;09105;DUNKERQUE FLANDRE
0591010C;Ecole maternelle Pierre et Marie Curie;Ecole;Public;50 rue Léon Blum;;59162 OSTRICOURT;59162;59452;Ostricourt;059;09;32;1;0;;;;0327898217;;;ce.0591010C@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590452500023;;50.45380879247496, 3.028040303500573;SANS OBJET;Nord;Lille;Hauts-de-France;701994.3;7039594.3;EPSG:2154;Circonscription d'inspection du 1er degré de Lille3-Séclin;50.45380879247496;3.028040303500573;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0594290T;;;0592802A;;;09103;LILLE EST
0591024T;Ecole maternelle Suzanne Lanoy;Ecole;Public;70 rue Jules Guesde;;59146 PECQUENCOURT;59146;59456;Pecquencourt;059;09;32;1;0;;;;0327865904;;;ce.0591024T@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590456600050;;50.37596306625105, 3.2225898714321595;SANS OBJET;Nord;Lille;Hauts-de-France;715855.6;7030944.7;EPSG:2154;Circonscription d'inspection du 1er degré de Douai-Waziers;50.37596306625105;3.2225898714321595;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0596529B;;;0595959G;;;09106;DOUAISIS
0591032B;Ecole élémentaire la Meunerie;Ecole;Public;1  RUE DE L'EGALITE;;59640 DUNKERQUE;59640;59183;Dunkerque;059;09;32;0;1;;;;0680558372;;;ce.0591032B@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;20002715900413;;51.017058484670265, 2.324000246500685;SANS OBJET;Nord;Lille;Hauts-de-France;652459.1;7102570.0;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Saint Pol;51.017058484670265;2.324000246500685;Rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593664M;;;0592773U;;;09105;DUNKERQUE FLANDRE
0591068R;Ecole élémentaire Maurice Noiret;Ecole;Public;1 avenue des Sports;;59121 PROUVY;59121;59475;Prouvy;059;09;32;0;1;;;;0327321728;;;ce.0591068R@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590475600032;;50.32195546697085, 3.451019396914058;SANS OBJET;Nord;Lille;Hauts-de-France;732161.4;7024998.6;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes-Saint Saulve;50.32195546697085;3.451019396914058;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593674Y;;;0592795T;;;09107;VALENCIENNOIS
0591085J;Ecole primaire Jean-Marie Fosse;Ecole;Public;Place des Anciens Combattants;;59213 ESCARMAIN;59213;59204;Escarmain;059;09;32;1;1;;;;0327792934;;;ce.0591085J@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590204000025;;50.229097679738814, 3.547939988626401;SANS OBJET;Nord;Lille;Hauts-de-France;739144.3;7014700.7;EPSG:2154;Circonscription d'inspection du 1er degré de Cambrai-Le Cateau;50.229097679738814;3.547939988626401;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593676A;;;0592777Y;;;09109;CAMBRESIS
0591100A;Ecole maternelle Marcel Cachin;Ecole;Public;3 rue Pierre Degeyter;;59124 ESCAUDAIN;59124;59205;Escaudain;059;09;32;1;0;;;;0327443154;;;ce.0591100A@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590205700060;;50.34081313464551, 3.3473298971391774;SANS OBJET;Nord;Lille;Hauts-de-France;724758.3;7027061.6;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes-Escaudain;50.34081313464551;3.3473298971391774;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0592751V;;;0594520T;;;09107;VALENCIENNOIS
0591101B;Ecole maternelle Suzanne Lanoy;Ecole;Public;137 rue Jean Jaurès;;59161 ESCAUDOEUVRES;59161;59206;Escaudoeuvres;059;09;32;1;0;;;;0327812892;;;ce.0591101B@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590206500055;;50.190517256292196, 3.2615104902149326;SANS OBJET;Nord;Lille;Hauts-de-France;718696.4;7010299.4;EPSG:2154;Circonscription d'inspection du 1er degré de Cambrai-Centre;50.190517256292196;3.2615104902149326;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593488W;;;0592767M;;;09109;CAMBRESIS
0591103D;Ecole élémentaire Jean-Baptiste Lebas;Ecole;Public;252 rue Jean Jaurès;;59161 ESCAUDOEUVRES;59161;59206;Escaudoeuvres;059;09;32;0;1;;;;0327706418;;;ce.0591103D@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590206500063;;50.19168179131505, 3.2649406583774745;SANS OBJET;Nord;Lille;Hauts-de-France;718941.2;7010429.9;EPSG:2154;Circonscription d'inspection du 1er degré de Cambrai-Centre;50.19168179131505;3.2649406583774745;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593488W;;;0592767M;;;09109;CAMBRESIS
0591120X;Ecole primaire Donat - Godin;Ecole;Public;31 rue Jean Jaurès;;59990 ESTREUX;59990;59215;Estreux;059;09;32;1;1;;;;0327258463;;;ce.0591120X@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590215600029;;50.34893805439999, 3.5933206230022705;SANS OBJET;Nord;Lille;Hauts-de-France;742285.9;7028071.0;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes-Saint Saulve;50.34893805439999;3.5933206230022705;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593674Y;;;0592795T;;;09107;VALENCIENNOIS
0591121Y;Ecole élémentaire RPI 26;Ecole;Public;1 place de la Mairie;;59161 ESWARS;59161;59216;Eswars;059;09;32;0;1;;;;0975958519;;;ce.0591121Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590216400023;;50.21949761030806, 3.268559742099173;SANS OBJET;Nord;Lille;Hauts-de-France;719189.4;7013528.4;EPSG:2154;Circonscription d'inspection du 1er degré de Cambrai-Le Cateau;50.21949761030806;3.268559742099173;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;059026;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593676A;;;0592777Y;;;09109;CAMBRESIS
0591152G;Ecole maternelle Jacques Prévert;Ecole;Public;158 rue Arthur Dubois;;59750 FEIGNIES;59750;59225;Feignies;059;09;32;1;0;;;;0327660448;;;ce.0591152G@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590225500037;;50.314722849226754, 3.9072600150656283;SANS OBJET;Nord;Lille;Hauts-de-France;764703.3;7024472.9;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Le Quesnoy;50.314722849226754;3.9072600150656283;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593490Y;;;0592778Z;;;09108;SAMBRE AVESNOIS
0591154J;Ecole maternelle Anne Frank;Ecole;Public;117 rue Pasteur;;59750 FEIGNIES;59750;59225;Feignies;059;09;32;1;0;;;;0327660337;;;ce.0591154J@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590225500060;;50.30769872216364, 3.9266800238509814;SANS OBJET;Nord;Lille;Hauts-de-France;766097.4;7023706.7;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Le Quesnoy;50.30769872216364;3.9266800238509814;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593490Y;;;0592778Z;;;09108;SAMBRE AVESNOIS
0591170B;Ecole maternelle Les Trieux;Ecole;Public;Rue Gabriel Péri;;59680 FERRIERE LA GRANDE;59680;59230;Ferrière-la-Grande;059;09;32;1;0;;;;0327621473;;;ce.0591170B@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590230500030;;50.25549461699038, 4.003660364713641;SANS OBJET;Nord;Lille;Hauts-de-France;771661.8;7017960.1;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Jeumont;50.25549461699038;4.003660364713641;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593681F;;;0592803B;;;09108;SAMBRE AVESNOIS
0591180M;Ecole élémentaire Jean Jaurès;Ecole;Public;2 allée des Modélistes;;59491 VILLENEUVE D ASCQ;59491;59009;Villeneuve-d'Ascq;059;09;32;0;1;;;;0320352840;;;ce.0591180M@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590009300968;;50.66893973996409, 3.145552682002387;SANS OBJET;Nord;Lille;Hauts-de-France;710307.9;7063572.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lille3-Villeneuve d'Ascq Nord;50.66893973996409;3.145552682002387;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593196D;;;0592782D;;;09103;LILLE EST
0591215A;Ecole maternelle Les Lilas;Ecole;Public;34 rue des Lilas;;59610 FOURMIES;59610;59249;Fourmies;059;09;32;1;0;;;;0327601709;;;ce.0591215A@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590249500112;;50.01777973760814, 4.067879882665231;SANS OBJET;Nord;Lille;Hauts-de-France;776604.8;6991552.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Fourmies;50.01777973760814;4.067879882665231;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593252P;;;0594516N;;;09108;SAMBRE AVESNOIS
0591217C;Ecole maternelle Jean-Louis Chappat;Ecole;Public;42 rue Serpentine;;59610 FOURMIES;59610;59249;Fourmies;059;09;32;1;0;;;;0327600871;;;ce.0591217C@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590249500096;;50.023472891708906, 4.045171340493263;SANS OBJET;Nord;Lille;Hauts-de-France;774967.5;6992164.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Fourmies;50.023472891708906;4.045171340493263;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593252P;;;0594516N;;;09108;SAMBRE AVESNOIS
0591218D;Ecole primaire Georges Brassens;Ecole;Public;2 avenue Kennedy;;59610 FOURMIES;59610;59249;Fourmies;059;09;32;1;1;;;;0327601550;;;ce.0591218D@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590249500104;;50.010325840479375, 4.045910465682669;SANS OBJET;Nord;Lille;Hauts-de-France;775039.9;6990701.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Fourmies;50.010325840479375;4.045910465682669;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593252P;;;0594516N;;;09108;SAMBRE AVESNOIS
0591238A;Ecole primaire Jean de La Fontaine;Ecole;Public;12 impasse Albert Lanvin;;59234 FRESSAIN;59234;59254;Fressain;059;09;32;1;1;;;;0327892131;;;ce.0591238A@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590254500031;;50.2881442090743, 3.1937896155653243;SANS OBJET;Nord;Lille;Hauts-de-France;713828.1;7021157.9;EPSG:2154;Circonscription d'inspection du 1er degré de Douai-Cantin;50.2881442090743;3.1937896155653243;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594401N;;;0592769P;;;09106;DOUAISIS
0591277T;Ecole élémentaire Jacques Prévert;Ecole;Public;Rue Victor Hugo;;59760 GRANDE SYNTHE;59760;59271;Grande-Synthe;059;09;32;0;1;;;;0328219760;;;ce.0591277T@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590271900230;;51.01248892934132, 2.2965496686338773;SANS OBJET;Nord;Lille;Hauts-de-France;650524.1;7102077.4;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Gravelines;51.01248892934132;2.2965496686338773;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594398K;;;0592775W;;;09105;DUNKERQUE FLANDRE
0591293K;Groupe scolaire Michelet - Islandais;Ecole;Public;Rue Aristide Briand;;59820 GRAVELINES;59820;59273;Gravelines;059;09;32;1;1;;;;0328230279;;;ce.0591293K@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590273500137;;51.00177914397315, 2.1128899471346965;SANS OBJET;Nord;Lille;Hauts-de-France;637593.8;7101013.5;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Gravelines;51.00177914397315;2.1128899471346965;Rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590090C;;;0592775W;;;09105;DUNKERQUE FLANDRE
0591305Y;Ecole maternelle Paul Bernard;Ecole;Public;Place Roger Salengro;;59287 GUESNAIN;59287;59276;Guesnain;059;09;32;1;0;;;;0327982342;;;ce.0591305Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590276800047;;50.351843385920475, 3.1440102996944437;SANS OBJET;Nord;Lille;Hauts-de-France;710263.1;7028245.1;EPSG:2154;Circonscription d'inspection du 1er degré de Douai-Cantin;50.351843385920475;3.1440102996944437;Rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590058T;;;0592769P;;;09106;DOUAISIS
0591307A;Ecole élémentaire Roger Salengro;Ecole;Public;13 rue Gambetta;;59320 HALLENNES LEZ HAUBOURDIN;59320;59278;Hallennes-lez-Haubourdin;059;09;32;0;1;;;;0320077357;;;ce.0591307A@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590278400036;;50.61321747272933, 2.9639395938449726;SANS OBJET;Nord;Lille;Hauts-de-France;697443.4;7057354.8;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Loos;50.61321747272933;2.9639395938449726;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0596059R;;;0592780B;;;09102;LILLE OUEST
0591313G;Ecole élémentaire Michelet;Ecole;Public;Rue de la Rouge Porte;;59250 HALLUIN;59250;59279;Halluin;059;09;32;0;1;;;;0320237656;;;ce.0591313G@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590279200062;;50.784482790251815, 3.1377095394390295;SANS OBJET;Nord;Lille;Hauts-de-France;709730.0;7076448.6;EPSG:2154;Circonscription d'inspection du 1er degré de Tourcoing-Roncq;50.784482790251815;3.1377095394390295;Rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0596172N;;;0594521U;;;09104;ROUBAIX TOURCOING
0591374Y;Ecole maternelle Pasteur;Ecole;Public;Rue César Samsoen;;59190 HAZEBROUCK;59190;59295;Hazebrouck;059;09;32;1;0;;;;0328417157;;;ce.0591374Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590295800168;;50.73023898984902, 2.535889988216578;SANS OBJET;Nord;Lille;Hauts-de-France;667172.5;7070491.1;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque-Hazebrouck;50.73023898984902;2.535889988216578;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590103S;;;0592776X;;;09105;DUNKERQUE FLANDRE
0591387M;Ecole maternelle Dombrowski;Ecole;Public;Place Dombrowski;;59260 LILLE;59260;59350;Lille;059;09;32;1;0;;;;0320040991;;;ce.0591387M@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590350100942;;50.63262933192306, 3.1082696271594026;SANS OBJET;Nord;Lille;Hauts-de-France;707673.1;7059522.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1 Héllemmes;50.63262933192306;3.1082696271594026;Rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593180L;;;0596415C;;;09101;LILLE CENTRE
0591389P;Ecole élémentaire Jules Ferry;Ecole;Public;31 rue des Ecoles;;59510 HEM;59510;59299;Hem;059;09;32;0;1;;;;0320758485;;;ce.0591389P@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590299000096;;50.66384704237941, 3.1900906983873405;SANS OBJET;Nord;Lille;Hauts-de-France;713463.4;7063012.1;EPSG:2154;Circonscription d'inspection du 1er degré de Roubaix-Hem;50.66384704237941;3.1900906983873405;Numéro de rue;1965-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594632P;;;0595879V;;;09104;ROUBAIX TOURCOING
